Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Membership,Age,TotalSpent,RelationshipStatus,Children,HouseHoldSize,Parent
Postgraduate,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,224,79,1196,Partner,0,2,0
Graduate,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,114,45,101,Partner,1,3,1
Graduate,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,564,55,316,Partner,2,4,1
Graduate,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,284,62,1400,Partner,1,3,1
Graduate,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,335,76,1424,Alone,0,1,0
Postgraduate,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,680,46,844,Partner,1,3,1
Graduate,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,285,49,311,Partner,1,3,1
Graduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,42,1149,Partner,0,2,0
Postgraduate,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,70,41,129,Partner,0,2,0
Graduate,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,256,72,32,Alone,1,2,1
Graduate,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,690,42,299,Alone,1,2,1
Graduate,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,31,62,320,Partner,1,3,1
Postgraduate,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,585,47,441,Partner,1,3,1
Postgraduate,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,636,75,1178,Partner,2,4,1
Graduate,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,498,34,85,Partner,0,2,0
Undergraduate,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,466,42,24,Alone,1,2,1
Graduate,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,494,49,112,Alone,1,2,1
Undergraduate,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,504,65,30,Partner,1,3,1
Postgraduate,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,374,41,410,Partner,0,2,0
Graduate,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,302,48,800,Partner,1,3,1
Postgraduate,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,422,62,1313,Alone,0,1,0
Postgraduate,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,456,68,1483,Partner,0,2,0
Graduate,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,251,31,1258,Alone,0,1,0
Graduate,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,598,37,28,Partner,1,3,1
Graduate,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,153,59,227,Partner,1,3,1
Graduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,42,1555,Partner,0,2,0
Graduate,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,469,62,861,Alone,1,2,1
Graduate,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,433,46,103,Partner,1,3,1
Postgraduate,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,62,78,634,Alone,0,1,0
Graduate,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,182,61,1918,Alone,0,1,0
Postgraduate,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,53,131,Alone,2,3,1
Graduate,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,641,56,586,Partner,2,4,1
Undergraduate,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,218,32,62,Partner,1,3,1
Graduate,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,395,50,447,Alone,2,3,1
Undergraduate,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,698,74,939,Partner,0,2,0
Undergraduate,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,339,47,797,Alone,1,2,1
Postgraduate,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,663,66,1143,Alone,1,2,1
Graduate,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,234,48,415,Alone,1,2,1
Graduate,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,216,51,30,Partner,1,3,1
Postgraduate,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,185,56,187,Alone,1,2,1
Graduate,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,47,66,251,Partner,1,3,1
Graduate,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,61,49,237,Alone,1,2,1
Undergraduate,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,186,64,91,Partner,2,4,1
Postgraduate,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,419,59,35,Alone,3,4,1
Postgraduate,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,633,64,493,Alone,1,2,1
Postgraduate,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,483,55,971,Partner,1,3,1
Graduate,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,574,64,371,Alone,1,2,1
Graduate,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,181,49,396,Alone,3,4,1
Graduate,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,313,39,68,Partner,1,3,1
Postgraduate,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,369,53,322,Partner,1,3,1
Postgraduate,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,55,69,222,Alone,1,2,1
Undergraduate,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,361,68,177,Partner,2,4,1
Graduate,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,631,51,45,Partner,1,3,1
Graduate,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,165,76,1899,Partner,0,2,0
Undergraduate,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,313,48,22,Partner,2,4,1
Graduate,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,560,44,41,Partner,2,4,1
Graduate,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,58,45,1440,Partner,0,2,0
Postgraduate,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,261,52,325,Partner,2,4,1
Graduate,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,269,51,95,Partner,1,3,1
Postgraduate,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,119,52,42,Partner,1,3,1
Undergraduate,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,597,49,72,Alone,2,3,1
Postgraduate,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,45,52,20,Partner,1,3,1
Postgraduate,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,334,68,789,Partner,2,4,1
Graduate,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,38,50,15,Alone,2,3,1
Graduate,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,142,52,59,Alone,1,2,1
Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,56,908,Alone,1,2,1
Postgraduate,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,566,55,417,Partner,2,4,1
Graduate,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,673,63,289,Partner,2,4,1
Graduate,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,92,52,769,Partner,1,3,1
Graduate,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,69,71,188,Partner,1,3,1
Graduate,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,685,67,354,Alone,1,2,1
Postgraduate,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,625,54,727,Partner,1,3,1
Postgraduate,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,691,57,146,Partner,2,4,1
Postgraduate,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,444,73,319,Partner,1,3,1
Postgraduate,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,194,71,794,Partner,1,3,1
Graduate,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,659,74,454,Partner,1,3,1
Postgraduate,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,661,71,152,Alone,2,3,1
Postgraduate,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,639,47,797,Partner,1,3,1
Graduate,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,405,52,1690,Partner,1,3,1
Postgraduate,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,131,55,20,Partner,2,4,1
Graduate,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,501,34,209,Alone,1,2,1
Graduate,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,384,45,545,Alone,1,2,1
Undergraduate,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,529,58,96,Partner,0,2,0
Graduate,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,126,76,222,Partner,0,2,0
Graduate,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,105,52,61,Partner,3,5,1
Graduate,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,152,51,44,Partner,2,4,1
Postgraduate,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,79,52,8,Partner,3,5,1
Undergraduate,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,259,52,817,Alone,0,1,0
Graduate,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,595,58,1371,Alone,1,2,1
Postgraduate,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,133,55,42,Partner,1,3,1
Graduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,65,60,Partner,0,2,0
Graduate,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,421,54,78,Partner,1,3,1
Postgraduate,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,442,50,23,Partner,1,3,1
Postgraduate,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,286,52,19,Partner,1,3,1
Undergraduate,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,91,66,61,Alone,2,3,1
Graduate,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,482,52,449,Alone,0,1,0
Postgraduate,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,450,41,37,Partner,1,3,1
Undergraduate,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,136,51,38,Alone,1,2,1
Graduate,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,192,39,1131,Partner,0,2,0
Graduate,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,188,51,34,Alone,2,3,1
Graduate,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,242,57,294,Alone,2,3,1
Undergraduate,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,421,45,48,Partner,2,4,1
Graduate,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,673,63,289,Partner,2,4,1
Undergraduate,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,520,38,30,Partner,0,2,0
Graduate,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,67,60,125,Partner,0,2,0
Graduate,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,500,41,156,Partner,1,3,1
Graduate,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,346,72,70,Partner,2,4,1
Postgraduate,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,281,75,22,Partner,2,4,1
Graduate,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,664,45,65,Partner,1,3,1
Postgraduate,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,613,76,1930,Alone,0,1,0
Graduate,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,275,78,2283,Partner,0,2,0
Graduate,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,257,66,310,Partner,0,2,0
Undergraduate,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,560,53,1319,Partner,0,2,0
Graduate,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,575,67,879,Partner,1,3,1
Postgraduate,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,247,42,1244,Partner,0,2,0
Undergraduate,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,98,51,690,Partner,1,3,1
Graduate,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,497,52,209,Partner,1,3,1
Graduate,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,20,59,1134,Partner,0,2,0
Graduate,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,228,71,1507,Alone,0,1,0
Postgraduate,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,272,57,57,Alone,1,2,1
Postgraduate,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,670,59,529,Partner,0,2,0
Graduate,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,4,55,1091,Partner,0,2,0
Graduate,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,624,53,180,Alone,1,2,1
Graduate,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,533,52,77,Partner,2,4,1
Graduate,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,137,54,2349,Alone,0,1,0
Postgraduate,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,653,50,534,Partner,0,2,0
Postgraduate,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,154,74,556,Alone,1,2,1
Graduate,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,314,65,637,Partner,1,3,1
Postgraduate,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,77,69,46,Partner,2,4,1
Graduate,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,11,46,44,Partner,1,3,1
Postgraduate,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,356,38,47,Partner,1,3,1
Postgraduate,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,374,61,795,Alone,1,2,1
Graduate,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,501,71,586,Partner,1,3,1
Graduate,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,413,72,1574,Partner,0,2,0
Postgraduate,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,141,74,13,Partner,2,4,1
Graduate,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,529,54,1471,Partner,1,3,1
Undergraduate,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,190,54,65,Partner,2,4,1
Graduate,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,423,47,175,Partner,1,3,1
Graduate,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,428,58,40,Alone,1,2,1
Graduate,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,590,66,1115,Partner,1,3,1
Graduate,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,502,70,134,Partner,1,3,1
Postgraduate,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,583,68,1540,Alone,0,1,0
Postgraduate,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,239,54,87,Partner,1,3,1
Postgraduate,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,244,37,217,Alone,0,1,0
Postgraduate,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,156,63,1034,Partner,1,3,1
Graduate,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,454,45,1180,Alone,1,2,1
Graduate,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,667,64,819,Partner,1,3,1
Undergraduate,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,256,43,32,Partner,1,3,1
Graduate,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,311,44,46,Partner,1,3,1
Undergraduate,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,696,48,1159,Partner,1,3,1
Postgraduate,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,483,48,860,Alone,1,2,1
Postgraduate,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,7,54,1631,Partner,0,2,0
Postgraduate,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,19,78,444,Partner,3,5,1
Graduate,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,534,69,1910,Partner,1,3,1
Postgraduate,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,231,52,380,Partner,1,3,1
Postgraduate,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,370,53,736,Partner,2,4,1
Postgraduate,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,524,74,269,Alone,2,3,1
Graduate,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,337,36,2524,Partner,0,2,0
Graduate,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,271,46,612,Partner,1,3,1
Graduate,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,200,34,75,Partner,1,3,1
Graduate,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,154,65,1045,Partner,0,2,0
Graduate,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,210,47,55,Alone,1,2,1
Postgraduate,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,682,55,1064,Partner,1,3,1
Graduate,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,593,65,1443,Partner,1,3,1
Graduate,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,532,36,1366,Partner,0,2,0
Postgraduate,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,503,49,436,Partner,2,4,1
Undergraduate,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,136,51,38,Alone,1,2,1
Graduate,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,681,47,436,Partner,1,3,1
Postgraduate,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,601,51,747,Partner,2,4,1
Postgraduate,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,678,69,1396,Alone,0,1,0
Postgraduate,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,101,50,928,Partner,0,2,0
Postgraduate,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,355,52,642,Partner,2,4,1
Undergraduate,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,599,49,1048,Partner,1,3,1
Postgraduate,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,247,53,943,Partner,0,2,0
Graduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,386,66,907,Partner,1,3,1
Graduate,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,147,36,1198,Partner,0,2,0
Postgraduate,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,680,49,120,Alone,2,3,1
Graduate,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,581,59,1658,Partner,1,3,1
Graduate,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,63,38,1638,Partner,0,2,0
Undergraduate,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,425,47,73,Partner,0,2,0
Graduate,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,110,44,275,Alone,1,2,1
Graduate,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,578,62,854,Partner,1,3,1
Graduate,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,293,46,78,Partner,1,3,1
Postgraduate,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,282,52,106,Partner,1,3,1
Graduate,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,595,54,106,Alone,1,2,1
Postgraduate,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,391,41,1923,Alone,0,1,0
Graduate,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,399,53,1662,Partner,0,2,0
Graduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,142,48,84,Alone,1,2,1
Postgraduate,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,54,51,48,Partner,1,3,1
Graduate,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,442,51,5,Alone,1,2,1
Graduate,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,586,48,733,Partner,2,4,1
Postgraduate,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,85,76,1234,Alone,0,1,0
Graduate,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,565,66,112,Partner,2,4,1
Postgraduate,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,1,125,37,1658,Alone,0,1,0
Graduate,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,462,64,55,Partner,1,3,1
Undergraduate,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,565,49,1513,Partner,1,3,1
Undergraduate,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,410,66,271,Partner,2,4,1
Postgraduate,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,15,49,904,Partner,1,3,1
Postgraduate,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,680,49,120,Alone,2,3,1
Undergraduate,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,663,36,103,Partner,1,3,1
Undergraduate,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,632,36,269,Alone,1,2,1
Graduate,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,191,35,22,Alone,1,2,1
Postgraduate,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,204,65,1156,Alone,0,1,0
Postgraduate,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,621,53,1086,Partner,1,3,1
Postgraduate,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,533,57,1128,Alone,1,2,1
Graduate,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,93,35,72,Partner,1,3,1
Postgraduate,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,478,63,964,Partner,2,4,1
Graduate,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,577,46,1383,Partner,0,2,0
Postgraduate,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,399,71,18,Alone,3,4,1
Graduate,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,667,60,793,Alone,1,2,1
Postgraduate,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,532,38,100,Partner,1,3,1
